,pdb_id,bound state,binding_site,score,min_ccd,max_dim,druggability,high_scoring,ccd,maximum_distance,medium_scoring,borderline
8e1x_A_modified_binding_site.006,8e1x_A_modified,unbound,binding_site.006,0,0.0,0.0,False,False,False,False,False,False
8e1x_A_modified_binding_site.007,8e1x_A_modified,unbound,binding_site.007,6,0.0,14.457914863254594,False,False,False,True,False,False
8e1x_A_modified_binding_site.008,8e1x_A_modified,unbound,binding_site.008,0,0.0,0.0,False,False,False,False,False,False
8e1x_A_modified_binding_site.009,8e1x_A_modified,unbound,binding_site.009,0,0.0,0.0,False,False,False,False,False,False
8e1x_A_modified_binding_site.010,8e1x_A_modified,unbound,binding_site.010,7,0.0,0.0,False,False,False,False,False,False
6v6q_B_modified_binding_site.000,6v6q_B_modified,bound,binding_site.000,19,"('consensus.003.007', np.float64(6.004217306216381))",15.78140632250523,True,True,True,True,True,False
6v6q_B_modified_binding_site.001,6v6q_B_modified,bound,binding_site.001,19,"('consensus.002.016', np.float64(6.192027602034513))",21.27774234350255,True,True,True,True,True,False
6v6q_B_modified_binding_site.002,6v6q_B_modified,unbound,binding_site.002,0,0.0,0.0,False,False,False,False,False,False
6v6q_B_modified_binding_site.003,6v6q_B_modified,unbound,binding_site.003,9,0.0,21.27774234350255,False,False,False,True,False,False
6v6q_B_modified_binding_site.004,6v6q_B_modified,unbound,binding_site.004,0,0.0,0.0,False,False,False,False,False,False
6v6q_B_modified_binding_site.005,6v6q_B_modified,bound,binding_site.005,2,0.0,3.5936460905942016,False,False,False,False,False,False
6v6q_B_modified_binding_site.006,6v6q_B_modified,unbound,binding_site.006,0,0.0,0.0,False,False,False,False,False,False
6v6q_B_modified_binding_site.007,6v6q_B_modified,unbound,binding_site.007,0,0.0,0.0,False,False,False,False,False,False
6v6q_B_modified_binding_site.008,6v6q_B_modified,unbound,binding_site.008,0,0.0,0.0,False,False,False,False,False,False
6v6q_B_modified_binding_site.009,6v6q_B_modified,unbound,binding_site.009,3,0.0,4.66034570392056,False,False,False,False,False,False
6v6q_B_modified_binding_site.010,6v6q_B_modified,unbound,binding_site.010,2,0.0,4.563413623425594,False,False,False,False,False,False
8h75_D_modified_binding_site.000,8h75_D_modified,bound,binding_site.000,27,"('consensus.001.017', np.float64(4.5768208940695745))",19.1685325538291,True,True,True,True,True,False
8h75_D_modified_binding_site.001,8h75_D_modified,unbound,binding_site.001,12,"('consensus.009.002', np.float64(6.285267928646335))",11.260348568607302,False,False,True,True,False,False
8h75_D_modified_binding_site.002,8h75_D_modified,unbound,binding_site.002,7,0.0,6.088598740790143,False,False,False,False,False,False
8h75_D_modified_binding_site.003,8h75_D_modified,unbound,binding_site.003,3,0.0,11.260348568607302,False,False,False,True,False,False
8h75_D_modified_binding_site.004,8h75_D_modified,unbound,binding_site.004,0,0.0,0.0,False,False,False,False,False,False
8h75_D_modified_binding_site.005,8h75_D_modified,unbound,binding_site.005,7,0.0,4.491071946730867,False,False,False,False,False,False
8h75_D_modified_binding_site.006,8h75_D_modified,unbound,binding_site.006,0,0.0,0.0,False,False,False,False,False,False
8h75_D_modified_binding_site.007,8h75_D_modified,unbound,binding_site.007,7,0.0,4.491071946730867,False,False,False,False,False,False
8h75_D_modified_binding_site.008,8h75_D_modified,unbound,binding_site.008,0,0.0,0.0,False,False,False,False,False,False
8h75_D_modified_binding_site.009,8h75_D_modified,unbound,binding_site.009,0,0.0,0.0,False,False,False,False,False,False
8h75_D_modified_binding_site.010,8h75_D_modified,unbound,binding_site.010,6,0.0,4.491071946730867,False,False,False,False,False,False
4j95_D_modified_binding_site.000,4j95_D_modified,bound,binding_site.000,19,"('consensus.001.018', np.float64(5.769641496792517))",15.932066797273102,True,True,True,True,True,False
4j95_D_modified_binding_site.001,4j95_D_modified,bound,binding_site.001,14,"('consensus.005.009', np.float64(7.960323685150873))",19.507170671920765,False,False,True,True,True,True
4j95_D_modified_binding_site.002,4j95_D_modified,unbound,binding_site.002,10,0.0,5.620223580980083,False,False,False,False,False,False
4j95_D_modified_binding_site.003,4j95_D_modified,unbound,binding_site.003,2,0.0,16.320188826057656,False,False,False,True,False,False
4j95_D_modified_binding_site.004,4j95_D_modified,unbound,binding_site.004,0,0.0,0.0,False,False,False,False,False,False
4j95_D_modified_binding_site.005,4j95_D_modified,unbound,binding_site.005,0,0.0,0.0,False,False,False,False,False,False
4j95_D_modified_binding_site.006,4j95_D_modified,unbound,binding_site.006,0,0.0,0.0,False,False,False,False,False,False
4j95_D_modified_binding_site.007,4j95_D_modified,unbound,binding_site.007,0,0.0,0.0,False,False,False,False,False,False
4j95_D_modified_binding_site.008,4j95_D_modified,unbound,binding_site.008,0,0.0,0.0,False,False,False,False,False,False
4j95_D_modified_binding_site.009,4j95_D_modified,unbound,binding_site.009,0,0.0,0.0,False,False,False,False,False,False
4j95_D_modified_binding_site.010,4j95_D_modified,unbound,binding_site.010,0,0.0,0.0,False,False,False,False,False,False
4j97_C_modified_binding_site.000,4j97_C_modified,bound,binding_site.000,22,"('consensus.005.006', np.float64(5.581526763227017))",17.373091244114498,True,True,True,True,True,False
4j97_C_modified_binding_site.001,4j97_C_modified,bound,binding_site.001,15,"('consensus.010.001', np.float64(3.3541686074425514))",13.595838123141304,False,False,True,True,True,True
4j97_C_modified_binding_site.002,4j97_C_modified,unbound,binding_site.002,0,0.0,0.0,False,False,False,False,False,False
4j97_C_modified_binding_site.003,4j97_C_modified,unbound,binding_site.003,1,0.0,21.06375029501741,False,False,False,True,False,False
4j97_C_modified_binding_site.004,4j97_C_modified,unbound,binding_site.004,0,0.0,0.0,False,False,False,False,False,False
4j97_C_modified_binding_site.005,4j97_C_modified,unbound,binding_site.005,0,0.0,0.0,False,False,False,False,False,False
4j97_C_modified_binding_site.006,4j97_C_modified,unbound,binding_site.006,2,0.0,4.11393302119353,False,False,False,False,False,False
4j97_C_modified_binding_site.007,4j97_C_modified,unbound,binding_site.007,0,0.0,0.0,False,False,False,False,False,False
4j97_C_modified_binding_site.008,4j97_C_modified,unbound,binding_site.008,0,0.0,0.0,False,False,False,False,False,False
4j97_C_modified_binding_site.009,4j97_C_modified,unbound,binding_site.009,0,0.0,0.0,False,False,False,False,False,False
4j97_C_modified_binding_site.010,4j97_C_modified,unbound,binding_site.010,0,0.0,0.0,False,False,False,False,False,False
2psq_A_modified_binding_site.000,2psq_A_modified,unbound,binding_site.000,19,"('consensus.002.014', np.float64(7.015930016282781))",16.08144146104966,True,True,True,True,True,False
2psq_A_modified_binding_site.001,2psq_A_modified,unbound,binding_site.001,25,"('consensus.002.014', np.float64(7.015930016282781))",16.08144146104966,True,True,True,True,True,False
2psq_A_modified_binding_site.002,2psq_A_modified,unbound,binding_site.002,2,0.0,5.03894921206242,False,False,False,False,False,False
2psq_A_modified_binding_site.003,2psq_A_modified,unbound,binding_site.003,9,"('consensus.006.005', np.float64(10.355133452583823))",11.738401603351718,False,False,False,True,False,False
2psq_A_modified_binding_site.004,2psq_A_modified,unbound,binding_site.004,0,0.0,0.0,False,False,False,False,False,False
2psq_A_modified_binding_site.005,2psq_A_modified,unbound,binding_site.005,5,"('consensus.007.004', np.float64(5.336844068409824))",8.175600845850672,False,False,True,False,False,False
2psq_A_modified_binding_site.006,2psq_A_modified,unbound,binding_site.006,0,0.0,0.0,False,False,False,False,False,False
2psq_A_modified_binding_site.007,2psq_A_modified,unbound,binding_site.007,1,0.0,8.175600845850672,False,False,False,False,False,False
2psq_A_modified_binding_site.008,2psq_A_modified,unbound,binding_site.008,0,0.0,0.0,False,False,False,False,False,False
2psq_A_modified_binding_site.009,2psq_A_modified,unbound,binding_site.009,0,0.0,0.0,False,False,False,False,False,False
2psq_A_modified_binding_site.010,2psq_A_modified,unbound,binding_site.010,0,0.0,0.0,False,False,False,False,False,False
2pz5_B_modified_binding_site.000,2pz5_B_modified,bound,binding_site.000,17,"('consensus.011.001', np.float64(7.839150360784177))",10.727942872245944,True,True,True,True,True,False
2pz5_B_modified_binding_site.001,2pz5_B_modified,bound,binding_site.001,19,"('consensus.007.004', np.float64(9.074187133922425))",10.727942872245944,False,True,False,True,True,False
2pz5_B_modified_binding_site.002,2pz5_B_modified,unbound,binding_site.002,0,0.0,0.0,False,False,False,False,False,False
2pz5_B_modified_binding_site.003,2pz5_B_modified,unbound,binding_site.003,4,"('consensus.008.003', np.float64(9.209059886300311))",9.11956134110967,False,False,False,False,False,False
2pz5_B_modified_binding_site.004,2pz5_B_modified,unbound,binding_site.004,0,0.0,0.0,False,False,False,False,False,False
2pz5_B_modified_binding_site.005,2pz5_B_modified,unbound,binding_site.005,8,"('consensus.008.003', np.float64(5.55354182909518))",8.423375823124601,False,False,True,False,False,False
2pz5_B_modified_binding_site.006,2pz5_B_modified,unbound,binding_site.006,0,0.0,0.0,False,False,False,False,False,False
2pz5_B_modified_binding_site.007,2pz5_B_modified,unbound,binding_site.007,1,0.0,8.423375823124601,False,False,False,False,False,False
2pz5_B_modified_binding_site.008,2pz5_B_modified,unbound,binding_site.008,0,0.0,0.0,False,False,False,False,False,False
2pz5_B_modified_binding_site.009,2pz5_B_modified,unbound,binding_site.009,6,0.0,5.148348100629372,False,False,False,False,False,False
2pz5_B_modified_binding_site.010,2pz5_B_modified,unbound,binding_site.010,0,0.0,0.0,False,False,False,False,False,False
8u1f_A_modified_binding_site.000,8u1f_A_modified,bound,binding_site.000,19,"('consensus.004.009', np.float64(7.303218362050755))",19.264756387553604,True,True,True,True,True,False
8u1f_A_modified_binding_site.001,8u1f_A_modified,bound,binding_site.001,6,"('consensus.006.005', np.float64(11.643643674673108))",14.528925078713566,False,False,False,True,False,False
8u1f_A_modified_binding_site.002,8u1f_A_modified,unbound,binding_site.002,15,0.0,8.290489450293354,False,False,False,False,True,True
8u1f_A_modified_binding_site.003,8u1f_A_modified,unbound,binding_site.003,5,0.0,12.635088729810148,False,False,False,True,False,False
8u1f_A_modified_binding_site.004,8u1f_A_modified,unbound,binding_site.004,6,0.0,12.635088729810148,False,False,False,True,False,False
8u1f_A_modified_binding_site.005,8u1f_A_modified,unbound,binding_site.005,0,0.0,0.0,False,False,False,False,False,False
8u1f_A_modified_binding_site.006,8u1f_A_modified,unbound,binding_site.006,0,0.0,0.0,False,False,False,False,False,False
8u1f_A_modified_binding_site.007,8u1f_A_modified,unbound,binding_site.007,3,0.0,0.0,False,False,False,False,False,False
8u1f_A_modified_binding_site.008,8u1f_A_modified,unbound,binding_site.008,0,0.0,0.0,False,False,False,False,False,False
8u1f_A_modified_binding_site.009,8u1f_A_modified,unbound,binding_site.009,0,0.0,0.0,False,False,False,False,False,False
8u1f_A_modified_binding_site.010,8u1f_A_modified,unbound,binding_site.010,0,0.0,0.0,False,False,False,False,False,False
8h75_A_modified_binding_site.000,8h75_A_modified,bound,binding_site.000,17,"('consensus.004.013', np.float64(6.767785388734567))",16.551397650152786,True,True,True,True,True,False
8h75_A_modified_binding_site.001,8h75_A_modified,unbound,binding_site.001,15,"('consensus.006.002', np.float64(7.032084268395901))",11.923641538065896,False,False,True,True,True,True
8h75_A_modified_binding_site.002,8h75_A_modified,unbound,binding_site.002,18,0.0,13.249907955540957,False,True,False,True,True,False
8h75_A_modified_binding_site.003,8h75_A_modified,unbound,binding_site.003,0,0.0,0.0,False,False,False,False,False,False
8h75_A_modified_binding_site.004,8h75_A_modified,unbound,binding_site.004,0,0.0,0.0,False,False,False,False,False,False
8h75_A_modified_binding_site.005,8h75_A_modified,unbound,binding_site.005,0,0.0,0.0,False,False,False,False,False,False
8h75_A_modified_binding_site.006,8h75_A_modified,unbound,binding_site.006,0,0.0,0.0,False,False,False,False,False,False
8h75_A_modified_binding_site.007,8h75_A_modified,unbound,binding_site.007,2,0.0,2.371880748627471,False,False,False,False,False,False
8h75_A_modified_binding_site.008,8h75_A_modified,unbound,binding_site.008,0,0.0,0.0,False,False,False,False,False,False
8h75_A_modified_binding_site.009,8h75_A_modified,unbound,binding_site.009,0,0.0,0.0,False,False,False,False,False,False
8h75_A_modified_binding_site.010,8h75_A_modified,bound,binding_site.010,1,0.0,2.371880748627471,False,False,False,False,False,False
2pvy_C_modified_binding_site.000,2pvy_C_modified,bound,binding_site.000,17,"('consensus.004.006', np.float64(2.839539696123063))",13.350730413369407,True,True,True,True,True,False
2pvy_C_modified_binding_site.001,2pvy_C_modified,unbound,binding_site.001,6,0.0,7.480354876275132,False,False,False,False,False,False
2pvy_C_modified_binding_site.002,2pvy_C_modified,unbound,binding_site.002,4,0.0,9.631506314248503,False,False,False,False,False,False
2pvy_C_modified_binding_site.003,2pvy_C_modified,unbound,binding_site.003,3,"('consensus.009.003', np.float64(9.79435863411364))",7.480354876275132,False,False,False,False,False,False
2pvy_C_modified_binding_site.004,2pvy_C_modified,unbound,binding_site.004,0,0.0,0.0,False,False,False,False,False,False
2pvy_C_modified_binding_site.005,2pvy_C_modified,unbound,binding_site.005,3,0.0,9.646348767878274,False,False,False,False,False,False
2pvy_C_modified_binding_site.006,2pvy_C_modified,unbound,binding_site.006,0,0.0,0.0,False,False,False,False,False,False
2pvy_C_modified_binding_site.007,2pvy_C_modified,unbound,binding_site.007,13,0.0,9.646348767878274,False,False,False,False,True,True
2pvy_C_modified_binding_site.008,2pvy_C_modified,unbound,binding_site.008,3,0.0,5.562884918118375,False,False,False,False,False,False
2pvy_C_modified_binding_site.009,2pvy_C_modified,unbound,binding_site.009,6,0.0,6.261373069258446,False,False,False,False,False,False
2pvy_C_modified_binding_site.010,2pvy_C_modified,unbound,binding_site.010,5,0.0,9.646348767878274,False,False,False,False,False,False
4j96_A_modified_binding_site.000,4j96_A_modified,unbound,binding_site.000,15,"('consensus.004.006', np.float64(4.284979198351107))",20.276032463166676,False,False,True,True,True,True
4j96_A_modified_binding_site.001,4j96_A_modified,unbound,binding_site.001,17,"('consensus.004.006', np.float64(4.284979198351107))",20.276032463166676,True,True,True,True,True,False
4j96_A_modified_binding_site.002,4j96_A_modified,unbound,binding_site.002,3,0.0,6.439062952814062,False,False,False,False,False,False
4j96_A_modified_binding_site.003,4j96_A_modified,bound,binding_site.003,6,"('consensus.009.003', np.float64(9.749612358988967))",20.276032463166676,False,False,False,True,False,False
4j96_A_modified_binding_site.004,4j96_A_modified,unbound,binding_site.004,0,0.0,0.0,False,False,False,False,False,False
4j96_A_modified_binding_site.005,4j96_A_modified,bound,binding_site.005,3,0.0,4.639469010021136,False,False,False,False,False,False
4j96_A_modified_binding_site.006,4j96_A_modified,unbound,binding_site.006,3,0.0,4.36951488253757,False,False,False,False,False,False
4j96_A_modified_binding_site.007,4j96_A_modified,unbound,binding_site.007,1,0.0,4.639469010021136,False,False,False,False,False,False
4j96_A_modified_binding_site.008,4j96_A_modified,unbound,binding_site.008,0,0.0,0.0,False,False,False,False,False,False
4j96_A_modified_binding_site.009,4j96_A_modified,unbound,binding_site.009,0,0.0,0.0,False,False,False,False,False,False
4j96_A_modified_binding_site.010,4j96_A_modified,unbound,binding_site.010,0,0.0,0.0,False,False,False,False,False,False
5uhn_A_modified_binding_site.000,5uhn_A_modified,bound,binding_site.000,18,"('consensus.002.016', np.float64(6.081124300108817))",13.34582698711309,True,True,True,True,True,False
5uhn_A_modified_binding_site.001,5uhn_A_modified,bound,binding_site.001,16,"('consensus.004.007', np.float64(3.7085760067925126))",12.214799466936787,True,True,True,True,True,False
5uhn_A_modified_binding_site.002,5uhn_A_modified,unbound,binding_site.002,3,0.0,4.568661523556188,False,False,False,False,False,False
5uhn_A_modified_binding_site.003,5uhn_A_modified,unbound,binding_site.003,8,0.0,12.214799466936787,False,False,False,True,False,False
5uhn_A_modified_binding_site.004,5uhn_A_modified,unbound,binding_site.004,0,0.0,0.0,False,False,False,False,False,False
5uhn_A_modified_binding_site.005,5uhn_A_modified,unbound,binding_site.005,0,0.0,0.0,False,False,False,False,False,False
5uhn_A_modified_binding_site.006,5uhn_A_modified,unbound,binding_site.006,0,0.0,0.0,False,False,False,False,False,False
5uhn_A_modified_binding_site.007,5uhn_A_modified,unbound,binding_site.007,6,"('consensus.010.002', np.float64(4.771425812976584))",8.45114570555902,False,False,True,False,False,False
5uhn_A_modified_binding_site.008,5uhn_A_modified,unbound,binding_site.008,0,0.0,0.0,False,False,False,False,False,False
5uhn_A_modified_binding_site.009,5uhn_A_modified,unbound,binding_site.009,0,0.0,0.0,False,False,False,False,False,False
5uhn_A_modified_binding_site.010,5uhn_A_modified,unbound,binding_site.010,4,0.0,8.45114570555902,False,False,False,False,False,False
8swe_B_modified_binding_site.000,8swe_B_modified,bound,binding_site.000,17,"('consensus.003.009', np.float64(7.716949414448228))",19.28673770279393,True,True,True,True,True,False
8swe_B_modified_binding_site.001,8swe_B_modified,bound,binding_site.001,19,"('consensus.010.003', np.float64(4.616831514123767))",19.28673770279393,True,True,True,True,True,False
8swe_B_modified_binding_site.002,8swe_B_modified,unbound,binding_site.002,0,0.0,0.0,False,False,False,False,False,False
8swe_B_modified_binding_site.003,8swe_B_modified,unbound,binding_site.003,7,"('consensus.007.003', np.float64(10.439658364319381))",19.28673770279393,False,False,False,True,False,False
8swe_B_modified_binding_site.004,8swe_B_modified,unbound,binding_site.004,0,0.0,0.0,False,False,False,False,False,False
8swe_B_modified_binding_site.005,8swe_B_modified,bound,binding_site.005,5,"('consensus.007.003', np.float64(5.231849475664005))",8.18023180395706,False,False,True,False,False,False
8swe_B_modified_binding_site.006,8swe_B_modified,unbound,binding_site.006,7,"('consensus.008.003', np.float64(4.9414280602088))",8.909892006336417,False,False,True,False,False,False
8swe_B_modified_binding_site.007,8swe_B_modified,unbound,binding_site.007,0,0.0,0.0,False,False,False,False,False,False
8swe_B_modified_binding_site.008,8swe_B_modified,unbound,binding_site.008,0,0.0,0.0,False,False,False,False,False,False
8swe_B_modified_binding_site.009,8swe_B_modified,unbound,binding_site.009,0,0.0,0.0,False,False,False,False,False,False
